position,link,company,location,status,salary,company_cleaned,min_salary,max_salary,city,state,City_x,Salary 10th Percentile (for the city),Salary 25th Percentile (for the city),Salary 50th Percentile (for the city),Salary 75th Percentile (for the city),Salary 90th Percentile (for the city),City_y,Price To Income Ratio,H1B
Data Scientist,https://www.indeed.com/rc/clk?jk=542f9cab2342af97&fccid=867ddf28ab674e80&vjs=3,Americo,"Hybrid remote in Kansas City, MO 64105","Posted
Posted 4 days ago",82.5K - 105K,americo,82500.0,105000.0,hybrid remote in kansas city,MO,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Freight Data Validator,https://www.indeed.com/company/Expedock/jobs/Freight-Data-Validator-4e1f612b516c3726?fccid=74cd853b8030cc11&vjs=3,Expedock,Remote in Georgia,"Posted
Posted 4 days ago",59.9K - 75.8K,expedock,59900.0,75800.0,remote in georgia,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Senior Data Scientist,https://www.indeed.com/rc/clk?jk=93f4fd977d2f31c0&fccid=d709b135fa09fa4e&vjs=3,Virta Health,Remote,"Posted
Posted 4 days ago",177700 - 199700,virta health,177700.0,199700.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Data Scientist,https://www.indeed.com/company/Inadev-Corporation/jobs/Data-Scientist-0cbed49b8a710afa?fccid=fa7b532d71fd974a&vjs=3,INADEV,Remote,"Posted
Posted 4 days ago",125000 - 157000,inadev,125000.0,157000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Jr. ORSA / Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWrJOJIc9CpN6yMpv0V0AydpTkzwx7H4nhH8WAx3qz9DFPmyzxY6nkpvoqD-A7XLslXTraRXLwiKSLwD1PqBFwrtPNojY49kjS2oyrcejSP3Cg3iI_nOAKgOz-ZBJ-AVh3hX2PsrMHT6x0_ysqNBHNFhugf2vCLrGTjCjDMSnR3s_D_zaCYKJE0VjMpo8HKRAxmZpSuHwMS_EML6aT8Y-hOjLFT_28VL6NSqiuApCl1H7RPUT35vvx62d_yNAcRIcbCpMjbI4yDp_QDnAvXhC9WtSHGu43tmmCZdx7EWc6uStK54kO8XPcty2_Q5822aQF9lrH2QntHfL039hZkLhElO3u2wthEA70TT0f53OUKzacRkc_blJc_Jrrd4NxET4Fct4b7CLqFqIK9KTvYw-CKT19AWXiS1a021ncV-MAsI6dTno-MNaTm2hQlO7j91uR7Zg88HUpq33yDuHjoKgMCIXNAi3l3pfxVR6U-vlgroY6ZynyXZB54YfKCXJcJuXT2xYa_D6QDqCC4GNpDlj2LxTrs-Tirh_-9cnUCipIHTVb5Q0DBcXSj5YH1ZsIYB-BdTMNSdln4fwosHTP4XHamHGdv1L2AwCUEosX8C0yvU1sJ_KyOh0kmvM3VPFcKLv9cqLm9fKxIWhbOPcz2ZiC-TulCZlfy41iqZ8qdzBPrQlQsK8xZGgQ-aP05MRf8bgEpbsuX2433KsmiyAJzdutnIawTDcGN8PTIuaj2wEljI8ZczY1iJrlShhK7DRactvhol1f3x55gPEwxI2AgWYovf3Y8CSeOT9rL5jC8mtYTQvLikJ0nFQTrvMh9PheyNA_TnpybS7xb3XLw1KTHRKhNxtJpslMoLMCzpFeAxNqehPFppzj27eS&xkcb=SoAH-_M3KQsA_TyKCB0PbzkdCdPP&p=4&fvj=0&vjs=3,Peraton,"Fort Meade, MD 20755","Posted
Posted 7 days ago",112000 - 179000,peraton,112000.0,179000.0,fort meade,MD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Machine Learning Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C78s66dEXk3y_oXIJZ8bGPWpnv44sS4ZbX8oEQ6vKFRSmVAIJ3QNzeamux_v3QuewZxW0b8UaVBFmOTVLFJPnZnHf1AdUKjlqv90c5p3B7PKL1kwYOuE9It13KPJ8h2WqGyydokBHBtPBl7hJSUKQWXyvkahnuIscS5zf1o2tJbVQKs7X-x8b5esZmoIIMbjy3TvrbiXkICAZ-5a8JAE6JqT2Hy8o4du7NPzMjgCAenlQWXknYIqqNSzakyP9jm37ObwEP3ZKU5tN3T2k7ifQ0APYx9RLoBhAoEFWwIwOHJIVzf0t-nJyVsfkMiCw0sOjQ6J6LmWsaXsPYwBLjEvHTjEbM9vt6AF5mhGVhbj4FZIdy7WgHB1w2IIckht0Wca7_xxs9OOO43mN5YI5AA49hX5Vj7ONKjoFRnCtMrejt7FK7s9X9PEOaFwXD9xNbqyDiH6QCbTlnIzGZ8uliHxYgxkLVKMOUY9veaSeVK7bU-LezAA0NMkUw9m2iHKycVF2oyc5YZ-dB6gffoV1pmqH6iJiRSR2iFj4ne2YdDchaPNSyo_V_YIk-qICeu4vLg_LTanPVoAwmOCkWxh0hp7wyAjiQL4D-91vrPgAHlPt8iy_dMbtFTMO6PR8ri4qiyT0=&xkcb=SoCz-_M3KQsA_TyKCB0ObzkdCdPP&p=5&fvj=0&vjs=3,HCSC,"Chicago, IL","Posted
Posted 8 days ago",93.1K - 118K,hcsc,93100.0,118000.0,chicago,IL,chicago,64168.0,71701.0,79976.0,86920.0,93243.0,chicago,3.7,No
Applied Machine Learning Scientists,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DeoIjzO_BQPMH4FwXs5AYprG8Dc3GgwfFOf8RP4bXaqtHFGwoERLL-2IvELccFEB96qtNuXqq2jmk8s26sgUa9wQlbO9TbajEd9Zt2w09YPCzbnrpEcv0GFbrZEuXr8I-NC8xwQSnKRtoTXiH4wMAsh6f3XeCXTicfOTzKrgm8MOaf2ueYFudMQbE3rJZS5nvn5NIf6AD7r2CkEmujoF6-S2j7rV-li42epoGQ4_-iQ4uOk70m9um-xDpx6jOARc2STaHs1vGFVhBx1MQfXw3EVYqUW2SwFSbO-Xm7DgR9JPVWcp0J1ZOvB1HR_2ponhIq7LHtGK0Wy8PR2ZVGRpP-vyFNdPdirh9vPJ2q2ceqAEf1WMu-i6eAS-Y1vj99eQYTEVEl9PC2osfpiQmojS0mkYkAlJvdKrmivRxXPLVctrUUg1kFg0aq0G5D8MdzI0cOO2xy1g66doNvsvteDtxohatccmLf68MdfrioWfOyf4IriFLFJpAPLw5cZ0ikjWgGkfKtWkpTU-db5QeIwH2tFpn0pK36AoJ0IsvOAOXJbOCyGqQczhBKvc9YRhPVQa7SaTvpiZoBx5GvnmaYwPOd&xkcb=SoAu-_M3KQsA_TyKCB0NbzkdCdPP&p=6&fvj=0&vjs=3,Grainger,Hybrid remote in Illinois,"Employer
Active 16 days ago",116790 - 214710,grainger,116790.0,214710.0,hybrid remote in illinois,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Principal Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWrJOJIc9CpN6yMpv0V0AydpTkzwx7H4nhH8WAx3qz9DFPmyzxY6nkFs2NPrIYzV_N68UyuesjsabJWzGi8qcJ0KWVuUk6GXpU2xuf26hkEgYEZPkHE53NE66V60Gl-6TCWvW-yFzHpVafHbrLe2wnDHfbXO-07LrOH7ClRXaGLdA_4JELjwuitFrD6lUFjw1lKtq9j1UYj6HVGfREmjLf8kBD9rA-ggKRoWWljkTkanERsYuF_ubTEN5-tfC06W5av0xZ-aWPgLABwfcPcGJVEDsIb0m8MRpH_mD1bgd3UAhhHsHvvA4HPVw4VtJ_lqOPrOCWeyUE1k6WbWeEq6DGNw33mtHwnxvKXG6QtdEmoU-h1RdmFsOKdyx5w-h5YISDKrKtJYxzsHshghlBTiKaIpop8d-Li1cDoGwOlNJv2vis7u58Dhii7bymGJ0weR4vDtWtFoJs2dKDKX5W0mFXmkzVXDOEIRUd6sIa3Yinfj21SJWJX-Kkl0YapDZWdJBYwCM7XNJNKyXmrBpJPyIUtncHKJA3v5gQFu_PTDwRiQwbZ0OxBz_oesDZJ1ygb7GpxMb-nst5Fd182P8_-MtuHV8AmW1xBCJy-YfAfXauPoWmvUeBdGwHI0zrnnwE7Y8i6AXJhWAy1948Jvlg5j6u8czNbUmZVJMO9Dkemh1shrk6Yk4Lls7xrXzj2WgZAT6Yqor-Z9PDbW77r69J9c4PEU_XrkP7l3PfkX-p32neEBiZPDXWvKepra6afmUB3pe_YI3EwpxHQfdFB-zgvNxkUxuf0QdrnfE1uQ58FHdKePUQPOL_ZDdTBPlntD5WOS1eztJ20Muk43X61Qp0cqnjp0GZmRScbSrE_ezBzSUmS_3EbOZxgWaG&xkcb=SoCa-_M3KQsA_TyKCB0MbzkdCdPP&p=7&fvj=0&vjs=3,Peraton,"Offutt AFB, NE 68113","Posted
Posted 30+ days ago",146000 - 234000,peraton,146000.0,234000.0,offutt afb,NE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
"Associate Director, Statistical Programming & Standards",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bw7gFhdLXEzndZGDRRPeG4jcKd-yfMNlJaYFW-WjZVmieLT7eHUqNAondQNcPB_GBDSRtusEsbcpP2Jp8ZQ2ZTTUG-SYU_le86FP7pJeuRrqptk5Z5NeQ7FBfx89InPpRZsB4tzCBtUZjCzp7v4n6RNkrIVmOXbuWSU27LVIBybLWDMEkoLfWesOCEdUUBwMArDfp3bGJ1aWiyD3V01VSKRaLIPnE_XNxbPLhLQvUILZFBprN6F1E76VUB-i1eJ0I_0h-kBxt714kuV2fk-zGwHDZF9ScWbcrDv4wMqOOifiIVxVjauu7DF0n8dZsAWgya1fbe7DtfmhzxGaBT8lg5LCQXQ0UZ5F4K74MXZE5Qv6KytDMu_r5UwkT7RQwunV8o1P_M5mdmk0AehMuKislTpYbXNsjwv71ZTCE2YjsBK-_-MUMy0o78P-0T_xDZX1fzPlZ0fO5LK61sw9M321kaH5Ow_GPBbumIN54BowvKvIDVTqqlNhxv8GDySjly8RgQcI_fQ0L6MeyQ7ELRfffP9P31YR0z8Qyk3XLQ587H0GvRfEIN9VpGkWK4neK29dPF4R8tiOD4NrrbIg5M5IsM8eb1HQXS-M8Kug6k2FGSqrDMz8028QujNC7MVJBl27XenbEhwLmlBg==&xkcb=SoBz-_M3KQsA_TyKCB0DbzkdCdPP&p=8&fvj=0&vjs=3,"Daiichi Sankyo, Inc.","Basking Ridge, NJ","Posted
Posted 30+ days ago",149K - 188K,daiichi sankyo inc,149000.0,188000.0,basking ridge,NJ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWrJOJIc9CpN6yMpv0V0AydpTkzwx7H4nhH8WAx3qz9DFPmyzxY6nkWxr0AVXwWN3zJ5jBqzjYFfbkxVQHvp5OPD3D5Vlkxcy24JaGeTg4KjqD7iQNfFAlDhP9FPCy3sENmrX5yC9dMvBE4hDT1D32DhgA2MYFCb3OkyiFrlhAYiuSPLjvvRDaEwBgKUSfuvo0I3hD41VW9L_q2M1n5NS5zJchzZVfGuz5VGqDEyMwpFZU2s26UJuvdv1Hem_5syvjIoztVFLm1zmwGI7BJHG0EJzvbNSVSlLWl4nHzZOWsGKKkAAK3ClOzP0GltjCVCAGtouXZ9nxnTjbTtcdVHmDJQdZAVZlR1nTrV9ECyAxxa_FAZHgkd6_NY4sCg378GmGzIDBfgxEHc3YuyGeOdo9xnP-1lLqSTNKgabSOM0MkKvDkxws5rQCFPtvPChwFI59TDdvm2_nL026HJZ241C9qFCGvvBq5Ijmkv0neragjFSh1x1rCxu4u9F72PHGqN8WiAKa47POVOQ0ffDDBgbWckDQY-OYoyCecHdUxFoCKXYL0slKkDeQal3yy9RvZB6Ktz6m7636NyoI7VZ-3V2wSUa1zR-oQlgyfYg5xA27wu3pVcMQ4mjhg_tu_OKcSjX5dNMuWi0MSRwsvh8vGvGX6gV9T6ZTl_KFYOMMbSgnYBhTjBlPt2gY-QNNeojqWiPGXsnktgWC75fdv8t1B20OIS3enqkrXHz-LjNYwWBOdt2B014NgPYFDC_v_MHA0AwoWZiRrgS6BpEX6rHmr5LB_8aWcT2G_aEmZ75WwAcBtBCJl6JuTUg7YvJoYegdYe5XJvSDmzzMYAYEqd5jjfLu_TuRE9PW51wX18OwAwD42MKfTStVHs7c&xkcb=SoDH-_M3KQsA_TyKCB0CbzkdCdPP&p=9&fvj=0&vjs=3,Peraton,"Huntsville, AL 35808","Posted
Posted 30+ days ago",112000 - 179000,peraton,112000.0,179000.0,huntsville,AL,huntsville,58170.0,64999.0,72500.0,78796.0,84528.0,huntsville,1.4,No
Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ac1dQX5O4bM0SP6UJQV27qUKlsnOLo2dFi0v4Kq4pXXbjTLEo__hQoJuK7RWb7ERiumWgc3nTveE5d1unvQMORUR1otOJ9RcJRkwZ8UUXnI9N0gonOBATbDVy9P-h9ajIdRTvJ61D9penOBXbsqRRp7xXVI5zGu1y3zY0YOwz4cffpSD16kD-CdlhPPrKJfnvLW5Ft4OLPeo84Z9o6bd9FWdjAMNma4hyWbSqhQbq9Bv1JtrQQPtTvDRivFg3b6dHzLEnWCbbqDmFaloxx3EMLTFQSSnz0hizGraDgx1YNxATqYu4cZ-vSLFTt3ykRo94Kvz4E2DbQr3OxUN0RktzsXHYW6qZ9-_XqIcFEK5DCyUmxUzhiHASQGbCJlF8D2hWC6n8f9QqiiJ_kd9u_cXrMQy1ErBCkHAlVyADbAjUnmFuiHTFCQtbTTym1B3YdRRYO9efqw3RLgHZowTUnbQYAzyPTHZ7mNzeQc8gslqh9OXulycKtsIIqPF2mJs6h1Y6bB50uQo-ums2Ov1Eokmd5SazXGjw0cQ2L7uTYl4gn37ENJTb4-udO_UXRRBN_84V3NRpvv5LUsvm9BIfyZrKDSoY7TLMvOxtk9S6p8bg1eg==&xkcb=SoBB-_M3KQsATcw3xh0MbzkdCdPP&p=7&fvj=0&vjs=3,GloComms,"San Jose, CA","Posted
Posted 5 days ago",133K - 169K,glocomms,133000.0,169000.0,san jose,CA,san jose,76339.0,85302.0,95146.0,103408.0,110930.0,san jose,10.2,No
Staff Software Engineer | Machine Learning,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AM9FFbNS0T8llluFIl3AalmCZ652LK_DGJgcBusqEJqwdeDYEoyuoxgvkj9kXShdvnB34wa9b332gslFKoDXYbjN9Mdysr-uzOFTlBasJ3hWwH0cwrKIpYaVBzASAm-gIQeOIIA7uRLKImfNwDm-qBQ_KIIzOLYYn8B7ODeBhGhGfZIK-ZlhG9oeZzz-H76zWHYyV1zwG8ku-080bd9QdRiTg-pPVLMmdib0jQ8LS3AcWyR_TeDkT68XO1Hlec26D4-W0r91zTDMxVBEsqNc74k2g5ZwIZbLSh01zzoqDHAj827mikgQJNGtEVM1xXFfeOHUnhb72G8hjO9fLEmwYcnkX3GoEkQ7tZ1ICannusKJ4QH4Pe6KLup6kNY1PjoweK-fHfxXrrYW0PwkMSFE_Z6x8vs67bN3GIn5Xy0jnMKODaQ44oyzdtvJJBFprUC8zqI6kiJDfMFgOq6E5punbA6YcfmdE5URxUcJ8xdfvsHqoh1MjFff24XCttTsWsy7cGIgbzmk608Kbdxq--boQ9hVXL78FiE6oBforg32YoBGMSSzGEt6pJJWGwNweciK-YT4SDRX8kAeLyg09H9WLz&xkcb=SoCo-_M3KQsATcw3xh0DbzkdCdPP&p=8&fvj=0&vjs=3,Walmart,"Hybrid remote in Sunnyvale, CA 94086","Posted
Posted 15 days ago",144000 - 216000,walmart,144000.0,216000.0,hybrid remote in sunnyvale,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Sr Data Engineer - NLP,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWrJOJIc9CpN6yMpv0V0AydpTkzwx7H4nhH8WAx3qz9DFPmyzxY6nkFs2NPrIYzV-k4DGG9BsZ5Ljuzd8vKVw4d-F3q-0-KUq46nZbycFlGpo72_BP99EZIWVs-blbWOq89reB8PBPyDq6rI0udFe3Lq8O6ykVf1vg8wSRQynXHXUQXBxTVxvu6RlH7UVvbUNpnrxhG3G9xf7RZ82F9w6-qTnBeHz_IEvK5kb_ZeQg49bazzpWlG1_d-VeHxOmSOH2k3ly-8o7CTUJoi8BIre4uN9mDhisygUpzCGyz_EXiThPU116oBaan15aR-DalSLYiDn0tt39N_aPMjXKUnh7iZ0gFflyxUL2QEGWNahrRgx7BQa1ZuczJc4YxKyJCXvkB6vrUbBrmwlke8eCyGGvFxlrtUe70pcC2fuFHER0V2DsK15S4LGzXIu4doKgVOG9MBzHkuuCe1xBKObne7c3GpDsz2_TXNetoDNtLuyc114r3YCZZZfl7EG4_ke7rhClXNlveRh0mjW85D4-yb6jdzkljA-m57TYUs5VuciEMliAtcr47x6tUNOQPUsOG-jpUx-JOuP35geor1OaRCDUJqhkX9V6UIjP7KH3eX-ZaH4OJ4efYmkN4xgdkap7e3NifsYiPkXygr_uGnvI6Jy72Hv5DX-p2xV0YsKQxVoo3NVdnRPXruwDSTeCTnO4vdHcdImse2e9SgoQix5fdxxNFWlxERkgXfvuYQGj-sEr9BlCJkmWzs7LrrfwlDkCvO7lYn4a1kFP3DWV0HW2bHEdDpbDsL043HeXQTq1xgy2M4MeiAmH3LFGkckWvxiqm55hzG-6UcseWF07RfbRWHbxrh86B1KBSDjRgxCkLZjOHdl40csik1J-&xkcb=SoAc-_M3KQsATcw3xh0CbzkdCdPP&p=9&fvj=0&vjs=3,Peraton,"Huntsville, AL 35808","Posted
Posted 15 days ago",112000 - 179000,peraton,112000.0,179000.0,huntsville,AL,huntsville,58170.0,64999.0,72500.0,78796.0,84528.0,huntsville,1.4,No
"Manager, Data Strategy",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7uvCxWIReGEPHRUWBAmdZCCuHbj3nWC4Rk-wA8y_4CT8utHxNo9JwuAiNw3zWi0VCW0fjiNg_xWM2lRwCox07nGeIDRAKF8irtsuHq7YEUGt7uD6L_kc0vzPJ3HblQB5N2pgDAKUhibqg0fAF4CBEG_77Ma8zxLYXrwjxNIFehJJBEP7GvOw1f24qhsRVM4_0Cu0WfnpumLnmPUV4haWDrXG-XrLzqPYyBMtRy6_aA3ldMdE1TvzzazdRbi9xP1WwQhu_CD_vchSs7hYjnI0VgfYjBuu6osm3ZAgj9z7rHfgP9E3d2soYcw-kCorPVT86cV5z2ftFWeORwv3dbXBo16OHot6IJqp7R4VtpU_mgVnLVkMXUyVwHXXSpUoZhZnwRsKLv5DgV90DhIj-KxwfH8wEtjX_idMaPGriK-IczXdd44w2JDtYrGr495i_g36OY6VrEOv3KZ6pO5mZlUSE-2XidDlLYUpSCbdQSVomWknj-vvN4_Awri2l8AO40-gD3dCzpksBcfHnt23XmrLR-Cw2HsHkby1ueJbI00V-B8LCvCQuAkPtZN5aOV6JapUuKrlkOIxhnIsprTEx0xoKG0yFbrYR__pOgUXXE5JDjW4i9V8oG34o4AfOmOJptkEd8P3DcJOrO_BvtvmCvLbFBg9mG5wpQjGqfkro2QRD0xDR8DHNm57CR2BqtHA6u8FthZD9tdemCZ0QYJ2QoX_pPbL9o1eTwJXfna77nuotnPAnRTeCepWg4xtN8h_2Q20=&xkcb=SoCB-_M3KQsATcw3xh0BbzkdCdPP&p=10&fvj=0&vjs=3,Altria,"Remote in Richmond, VA 23230","Posted
Posted 15 days ago",116K - 147K,altria,116000.0,147000.0,remote in richmond,VA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Temp Statistical Programmer Contractor,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrafUTz72kROEBInX6YQY89nu0-QOunbsX9efcUkBv-E1s_KwcTeHahQ_YLtO21pja_Ay32Ixj3uHNjyfnNshysC1TLcQ5qrCDEsvxH5OLJUe7ang1d7SKUMsD533B6GpWp6ivN_FkaGEdzrwFvteUqFTdMTMN-aj6BXnG8895L6DcagKA7ltHuhqAK-Yek2vS4PUm7zf3FHV8ZiDevyTXM9e0OfaJFMXWpBNFMuvqWNZtNACDI7qGH55hSrzZEAtGHpwWf8-R7Jk_erLaaC2eTwtYMV-t8nu5E43oZrV4ivUyilEafShePDdjj0GHLKL_1t81iLeObhSr3O18t6t7vmD-yFUGnAKMwSe2qDX3CdtIi8jbsEgJW1xEnS2ts_uLLaPknPsnPtFvETts_iXcRMkkBnXqftMaY2SbGeEDMV9VlEfmA03-LZGtYph-5L4dl8zv6YmNEaHSs4E5QdMNetfkZOqfxPnE7Qis0qVJzAhQk2pIOtqEP380e0hlPbBmbCP4k42WWC9KoIiSXAfY1i3Zok0gKEVAGUAsQQxVosJ0-4z0bOO1HoHNb4d3tWRNWpbd42IRNakFi2iVNQMw7zC_dfrJqag=&xkcb=SoAR-_M3KQsf8IQc7x0BbzkdCdPP&p=10&fvj=0&vjs=3,Regeneron - Willhire,"Basking Ridge, NJ","Posted
Posted 26 days ago",65 - 80 an hour,regeneron  willhire,135200.0,166400.0,basking ridge,NJ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ac1dQX5O4bM0SP6UJQV27qUKlsnOLo2dFi0v4Kq4pXXbjTLEo__hQoJuK7RWb7ERiOCgj1eBQ6mh4MuCSjS_4klhLAIEbZPEqGDqN7Z_6Y_bMwuZ4gBXJxV5i9j-HKOEbU-nWDkYwIplgWi_yev_ShiihWrXio8TxNVJmHC7yQx6waD1toEuLbAekCdL8X_HNnLmu39NDxXbDcP1nMIrI0lvEYCdZodhh7XmIs_Qn-SZ5X-4SFuh6GGDu7yhaXO88iGyOz33FoS06WdOmW0GcbHfHk6Hskq0yFZ1AIYDBBKp8jbWZuOfZAz1nz5hRSHfBHzUbBs80121cItfyDBy6PTJULfK7Y6pMjpsqrrN3-GYZ2e36NvBQUMoMcaBAb2HVeCCfYDQZt-bcl5--BGanB8Y1c-XtdhXareg7jsPDBcNqSjMeCqSkS0O8aUjayM55rL09HuJQGiJV9WAWCMdpVww1watqcTAzqx_r744XY8amHaR1J-LCo5SYD9jpt3KN4cKfJg2fOVG5BIWnbVS_6y-eKYatrp-rEGhn990ZIfckmhmUf-QFo4LMF4p_X2LhRwtLKqTq8UnWuvcUEZ33G2m5wfB3sjKxJMHrmgZdCWA==&xkcb=SoAa-_M3KQsWoJgH2z0NbzkdCdPP&p=8&fvj=0&vjs=3,GloComms,Texas,"Posted
Posted 15 days ago",123K - 156K,glocomms,123000.0,156000.0,texas,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Data Scientist,https://www.indeed.com/rc/clk?jk=50ea32947edbf405&fccid=cbd548c547bf14e8&vjs=3,Recruiting Heroes LLC,"Tampa, FL","Posted
Posted 4 days ago",60000 - 75000,recruiting heroes llc,60000.0,75000.0,tampa,FL,tampa,57896.0,64693.0,72159.0,78425.0,84130.0,tampa,4.8,No
Systems and Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DurirWvGEOsQ3NdCtm4VRg7emI-qvX1cXvp5w6sJzWAzpOIC62P5V139tzlDP-Pbzqtp2KWDBbKrJyshbgZ9BmqKiJu0afsMdunHfwUOz5j4NVFKMe5sHq3RkwfNBietfzvtGQTZMdYzf34hnAvtU0H8FyO22Y-hHllf23oe3UK-qWpbjcp245KdSWapJ2EfXC7f-OU8oDXbNnonxd5yd9Fp98Awldnt9jkJkeTE-uAx1NKd4h7zcCqASozZiMPjdBMHxT-B2ap6dlrrAjjvLh77fxZdQLxjvUkRlKeq5x7E-ev6-gPatIIU6HJ823VTawmXvYrX20d2oeufnQejgCj2ZOD2ne5NNhcRMjQ6zIL29EzlFx_W68MN1Cyc7M97rEXGca8QkHnH7zW_5s7fnuD_1q0UAAnFNe53crBWhX40e-Iqo0bg_gHsQbx7xMLbUjHD1a6L-axnk8Al3LIsA0Yomrjbx2gT3DsUwwB5Bsi6RnkaoTLoiQGh-CpLWCRKJnCLcujnzE2TTFsOIUALFbyWFUP2bhhvc18Bfkztsj9B2i035eye6a&xkcb=SoAl-_M3KQsjJ6yKCB0CbzkdCdPP&p=9&fvj=1&vjs=3,Russell Speeder's Car Wash,"Palm Beach Gardens, FL 33410","Employer
Active 15 days ago",100000 - 150000,russell speeders car wash,100000.0,150000.0,palm beach gardens,FL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
"Data Scientist, Jr.",https://www.indeed.com/rc/clk?jk=1292793dd0f64422&fccid=03c5ff78e1523a44&vjs=3,Altamira,"Fort Bragg, NC","Posted
Posted 4 days ago",112K - 141K,altamira,112000.0,141000.0,fort bragg,NC,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist: Food Industry,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AQo6AwDSkPswRLFloLgKux2dpYYSpB1aSHGZbGLCliN1Dto9Z0ZbwpYIFn0CTVy871TFk2UsfkToVBZ2k9D-PO3FQUQOAKvjp3jLPJnOe9HBwNC3RenV4R6M8iuvNpaj8TWOnJbRc4iox_YXFIl-rk212P4eXF1wOqWagtYmI8vJd2Tl5mYm43mIz-ymbiY96AvaJmaC4i8_ChzYIYxjuVL2oPXrFT1YkwA9iZPpn6JIBeLvgPW81efngHXds8CFiZaZi-_3JD9U7ia9BdQHy15kRZzfTazIZ1yW4gxptrIs5hfWLLnpzkA9gZ7Y6KaEljgm-zJ6z9KcmrTaRSVPJsckop_cVcGECgGpxbnHsiFXlKIIr0jI6IOdYcMLL3deg_l2cJzvUS_vmQY-bKijbioGp2VrbCdhNDPebMgMtt7LjLHLTn4c2QQ7WzPR-sdRxKryS20JOQmjJ8_WrnN3TOeoZqHVFKtCcC5eQY_F8rJklT4d_YwecS9b6gUa4KqhDjcrP0YnQmbUk9xkPZf9Y3idSAZa2r323CJZYkN1xHWpAYTBLkJjUK&xkcb=SoDU-_M3KQtYI6yilB0HbzkdCdPP&p=6&fvj=1&vjs=3,Marler Search Group,Remote,"Posted
Posted 8 days ago",90000 - 125000,marler search group,90000.0,125000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
"Machine Learning Engineer, TikTok Core Recommendation & Algorithm",https://www.indeed.com/rc/clk?jk=6bbcab7bb80417e4&fccid=caed318a9335aac0&vjs=3,TikTok,"San Jose, CA","Posted
Posted 4 days ago",126000 - 280000,tiktok,126000.0,280000.0,san jose,CA,san jose,76339.0,85302.0,95146.0,103408.0,110930.0,san jose,10.2,Yes
Uncapped Games - Senior Data Analyst,https://www.indeed.com/rc/clk?jk=eb7b5b3a57727b46&fccid=e89c1962acedb6a5&vjs=3,Tencent,"Hybrid remote in Los Angeles, CA","Posted
Posted 4 days ago",109200 - 240900,tencent,109200.0,240900.0,hybrid remote in los angeles,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
